datestamp,centre_name,value
2025-10-10,Bradford BID,92549
2025-10-11,Bradford BID,75088
2025-10-12,Bradford BID,53737
2025-10-13,Bradford BID,84590
2025-10-14,Bradford BID,87046
2025-10-15,Bradford BID,92190
2025-10-16,Bradford BID,84059
2025-10-17,Bradford BID,94123
2025-10-18,Bradford BID,71431
2025-10-19,Bradford BID,58943
2025-10-20,Bradford BID,84705
2025-10-21,Bradford BID,85085
2025-10-22,Bradford BID,97987
2025-10-23,Bradford BID,83015
2025-10-24,Bradford BID,92156
2025-10-25,Bradford BID,69156
2025-10-26,Bradford BID,59819
2025-10-27,Bradford BID,88576
2025-10-28,Bradford BID,83782
2025-10-29,Bradford BID,95955
2025-10-30,Bradford BID,87836
2025-10-31,Bradford BID,96493
2025-11-01,Bradford BID,68655
2025-11-03,Bradford BID,90377
2025-11-04,Bradford BID,79647
2025-11-05,Bradford BID,96937
2025-11-06,Bradford BID,83903
2025-11-07,Bradford BID,95330
2025-11-08,Bradford BID,74585
2025-11-09,Bradford BID,57435
2025-11-10,Bradford BID,87941
2025-11-11,Bradford BID,74859
2025-11-12,Bradford BID,101085
2025-11-13,Bradford BID,88050
2025-11-14,Bradford BID,88919
2025-11-15,Bradford BID,83462
2025-11-16,Bradford BID,53006
2025-11-17,Bradford BID,92958
2025-11-18,Bradford BID,79948
2025-11-19,Bradford BID,104481
2025-11-20,Bradford BID,87800
2025-11-21,Bradford BID,83241
2025-11-22,Bradford BID,85783
2025-11-23,Bradford BID,56110
2025-11-24,Bradford BID,100189
2025-11-25,Bradford BID,78687
2025-11-26,Bradford BID,107057
2025-11-27,Bradford BID,92433
2025-11-28,Bradford BID,81935
2025-11-29,Bradford BID,91110
2025-11-30,Bradford BID,54953
2025-12-01,Bradford BID,94583
2025-12-02,Bradford BID,81047
2025-12-03,Bradford BID,101349
2025-12-04,Bradford BID,90543
2025-12-05,Bradford BID,78024
2025-12-06,Bradford BID,84584
2025-12-07,Bradford BID,56515
2025-12-08,Bradford BID,94027
2025-12-09,Bradford BID,85790
2025-12-10,Bradford BID,97256
2025-12-11,Bradford BID,94593
2025-12-12,Bradford BID,84357
2025-12-13,Bradford BID,89725
2025-12-14,Bradford BID,61846
2025-12-15,Bradford BID,94488
2025-12-16,Bradford BID,89447
2025-12-17,Bradford BID,95203
2025-12-20,Bradford BID,91651
2025-12-21,Bradford BID,60994
2025-12-22,Bradford BID,99490
2025-12-23,Bradford BID,86845
2025-12-24,Bradford BID,89935
2025-12-25,Bradford BID,88170
2025-12-26,Bradford BID,86138
2025-12-27,Bradford BID,88746
2025-12-28,Bradford BID,64495
2025-12-29,Bradford BID,91674
2025-12-30,Bradford BID,88542
2025-12-31,Bradford BID,91625
2026-01-01,Bradford BID,75986
2026-01-02,Bradford BID,78646
2026-01-03,Bradford BID,88706
2026-01-04,Bradford BID,63931
2026-01-05,Bradford BID,89364
2026-01-06,Bradford BID,93332
